,date,ADMIN0,ADMIN1,ADMIN2,CS
2074,2016-10-01,Ethiopia,Amhara,Oromia,1.0
2075,2016-10-01,Ethiopia,Amhara,South Gondar,1.0
1803,2016-10-01,Ethiopia,SNNPR,South Omo,2.0
2077,2016-10-01,Ethiopia,Amhara,South Wollo,1.0
2079,2016-10-01,Ethiopia,Amhara,Argoba,1.0
5931,2016-10-01,Ethiopia,Amhara,Wag Himra,2.0
1804,2016-10-01,Ethiopia,Oromia,West Arsi,2.0
2083,2016-10-01,Ethiopia,Oromia,West Shewa,1.0
2085,2016-10-01,Ethiopia,Tigray,West Tigray,1.0
2086,2016-10-01,Ethiopia,SNNPR,Wolayita,1.0
2087,2016-10-01,Ethiopia,SNNPR,Yem,1.0
6733,2016-10-01,Ethiopia,Afar,Gabi,3.0
5938,2016-10-01,Ethiopia,Afar,Khari,2.0
2092,2016-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
2097,2016-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2102,2016-10-01,Ethiopia,Oromia,South West Shewa,1.0
2105,2016-10-01,Ethiopia,SNNPR,Hadiya,1.0
3645,2016-10-01,Ethiopia,SNNPR,Silltie,1.0
5917,2016-10-01,Ethiopia,Harari,Harari,2.0
2104,2016-10-01,Ethiopia,Amhara,North Gondar,1.0
2082,2016-10-01,Ethiopia,Amhara,West Gojam,1.0
2050,2016-10-01,Ethiopia,Amhara,Awi,1.0
2095,2016-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2101,2016-10-01,Ethiopia,Addis Ababa,Region 14,1.0
1981,2016-06-01,Ethiopia,SNNPR,Segen,1.0
1816,2016-06-01,Ethiopia,Oromia,Bale,2.0
1817,2016-06-01,Ethiopia,Oromia,Borena,2.0
4775,2016-06-01,Ethiopia,Somali,Jarar,1.0
1995,2016-06-01,Ethiopia,Oromia,East Wellega,1.0
1829,2016-06-01,Ethiopia,SNNPR,Gedeo,2.0
1998,2016-06-01,Ethiopia,Oromia,Gujii,1.0
2001,2016-06-01,Ethiopia,Oromia,Ilubabor,1.0
1832,2016-06-01,Ethiopia,Somali,Fafan,2.0
2006,2016-06-01,Ethiopia,Oromia,Kelem,1.0
4778,2016-06-01,Ethiopia,Somali,Korahe,1.0
1834,2016-06-01,Ethiopia,Somali,Liben,2.0
5877,2016-06-01,Ethiopia,Amhara,North Wollo,2.0
2012,2016-06-01,Ethiopia,Gambela,Nuer,1.0
6097,2016-06-01,Ethiopia,Somali,Sitti,3.0
5882,2016-06-01,Ethiopia,Tigray,South Tigray,2.0
6104,2016-06-01,Ethiopia,Oromia,West Hararge,3.0
2020,2016-06-01,Ethiopia,Oromia,West Wellega,1.0
5888,2016-06-01,Ethiopia,Afar,Awusi,2.0
5890,2016-06-01,Ethiopia,Afar,Fanti,2.0
2024,2016-06-01,Ethiopia,Somali,Shebelle,1.0
2026,2016-06-01,Ethiopia,Gambela,Itang,1.0
2027,2016-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2029,2016-06-01,Ethiopia,Gambela,Agniwak,1.0
6109,2016-06-01,Ethiopia,Oromia,East Hararge,3.0
5894,2016-06-01,Ethiopia,Tigray,East Tigray,2.0
2032,2016-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2033,2016-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5898,2016-06-01,Ethiopia,Afar,Kilbati,2.0
4780,2016-06-01,Ethiopia,Somali,Nogob,1.0
2040,2016-06-01,Ethiopia,Somali,Dollo,1.0
1983,2016-06-01,Ethiopia,SNNPR,Sheka,1.0
1985,2016-06-01,Ethiopia,SNNPR,Sidama,1.0
4774,2016-06-01,Ethiopia,Somali,Afder,1.0
4046,2016-06-01,Ethiopia,SNNPR,Alaba,3.0
1821,2016-06-01,Ethiopia,Oromia,Arsi,2.0
1989,2016-06-01,Ethiopia,SNNPR,Basketo,1.0
1990,2016-06-01,Ethiopia,SNNPR,Bench Maji,1.0
5871,2016-06-01,Ethiopia,Tigray,Central Tigray,2.0
1991,2016-06-01,Ethiopia,SNNPR,Dawro,1.0
6090,2016-06-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
1993,2016-06-01,Ethiopia,Amhara,East Gojam,1.0
5873,2016-06-01,Ethiopia,Oromia,East Shewa,2.0
1996,2016-06-01,Ethiopia,SNNPR,Gamo Gofa,1.0
1999,2016-06-01,Ethiopia,SNNPR,Gurage,1.0
2000,2016-06-01,Ethiopia,Oromia,Horo Guduru,1.0
2003,2016-06-01,Ethiopia,Oromia,Jimma,1.0
2004,2016-06-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2005,2016-06-01,Ethiopia,SNNPR,Keffa,1.0
2007,2016-06-01,Ethiopia,SNNPR,Konta,1.0
2010,2016-06-01,Ethiopia,Gambela,Mezhenger,1.0
5876,2016-06-01,Ethiopia,Amhara,North Shewa,2.0
6096,2016-06-01,Ethiopia,Amhara,Oromia,3.0
5880,2016-06-01,Ethiopia,Amhara,South Gondar,2.0
2015,2016-06-01,Ethiopia,SNNPR,South Omo,1.0
5881,2016-06-01,Ethiopia,Amhara,South Wollo,2.0
6101,2016-06-01,Ethiopia,Amhara,Argoba,3.0
6102,2016-06-01,Ethiopia,Amhara,Wag Himra,3.0
4063,2016-06-01,Ethiopia,Oromia,West Arsi,3.0
2019,2016-06-01,Ethiopia,Oromia,West Shewa,1.0
2021,2016-06-01,Ethiopia,Tigray,West Tigray,1.0
1845,2016-06-01,Ethiopia,SNNPR,Wolayita,2.0
2023,2016-06-01,Ethiopia,SNNPR,Yem,1.0
6106,2016-06-01,Ethiopia,Afar,Gabi,3.0
5891,2016-06-01,Ethiopia,Afar,Khari,2.0
1849,2016-06-01,Ethiopia,Tigray,Northwest Tigray,2.0
2030,2016-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2035,2016-06-01,Ethiopia,Oromia,South West Shewa,1.0
1852,2016-06-01,Ethiopia,SNNPR,Hadiya,2.0
4081,2016-06-01,Ethiopia,SNNPR,Silltie,3.0
6092,2016-06-01,Ethiopia,Harari,Harari,3.0
2036,2016-06-01,Ethiopia,Amhara,North Gondar,1.0
2018,2016-06-01,Ethiopia,Amhara,West Gojam,1.0
1988,2016-06-01,Ethiopia,Amhara,Awi,1.0
2028,2016-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2034,2016-06-01,Ethiopia,Addis Ababa,Region 14,1.0
2419,2018-06-01,Ethiopia,SNNPR,Segen,2.0
2420,2018-06-01,Ethiopia,Oromia,Bale,2.0
1858,2018-06-01,Ethiopia,Oromia,Borena,2.0
2425,2018-06-01,Ethiopia,Somali,Jarar,2.0
5154,2018-06-01,Ethiopia,Oromia,East Wellega,1.0
3918,2018-06-01,Ethiopia,SNNPR,Gedeo,3.0
5157,2018-06-01,Ethiopia,Oromia,Gujii,1.0
5160,2018-06-01,Ethiopia,Oromia,Ilubabor,1.0
1876,2018-06-01,Ethiopia,Somali,Fafan,2.0
5164,2018-06-01,Ethiopia,Oromia,Kelem,1.0
2431,2018-06-01,Ethiopia,Somali,Korahe,2.0
3923,2018-06-01,Ethiopia,Somali,Liben,3.0
1885,2018-06-01,Ethiopia,Amhara,North Wollo,2.0
5169,2018-06-01,Ethiopia,Gambela,Nuer,1.0
2434,2018-06-01,Ethiopia,Somali,Sitti,2.0
2438,2018-06-01,Ethiopia,Tigray,South Tigray,2.0
1896,2018-06-01,Ethiopia,Oromia,West Hararge,2.0
5179,2018-06-01,Ethiopia,Oromia,West Wellega,1.0
2443,2018-06-01,Ethiopia,Afar,Awusi,2.0
2445,2018-06-01,Ethiopia,Afar,Fanti,2.0
3928,2018-06-01,Ethiopia,Somali,Shebelle,3.0
5187,2018-06-01,Ethiopia,Gambela,Itang,1.0
5188,2018-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5190,2018-06-01,Ethiopia,Gambela,Agniwak,1.0
3932,2018-06-01,Ethiopia,Oromia,East Hararge,3.0
2449,2018-06-01,Ethiopia,Tigray,East Tigray,2.0
5192,2018-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5193,2018-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2450,2018-06-01,Ethiopia,Afar,Kilbati,2.0
3933,2018-06-01,Ethiopia,Somali,Nogob,3.0
3934,2018-06-01,Ethiopia,Somali,Dollo,3.0
5141,2018-06-01,Ethiopia,SNNPR,Sheka,1.0
1859,2018-06-01,Ethiopia,SNNPR,Sidama,2.0
3916,2018-06-01,Ethiopia,Somali,Afder,3.0
1861,2018-06-01,Ethiopia,SNNPR,Alaba,2.0
5146,2018-06-01,Ethiopia,Oromia,Arsi,1.0
1863,2018-06-01,Ethiopia,SNNPR,Basketo,2.0
5149,2018-06-01,Ethiopia,SNNPR,Bench Maji,1.0
2424,2018-06-01,Ethiopia,Tigray,Central Tigray,2.0
1866,2018-06-01,Ethiopia,SNNPR,Dawro,2.0
1868,2018-06-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
5152,2018-06-01,Ethiopia,Amhara,East Gojam,1.0
5153,2018-06-01,Ethiopia,Oromia,East Shewa,1.0
1871,2018-06-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5158,2018-06-01,Ethiopia,SNNPR,Gurage,1.0
5159,2018-06-01,Ethiopia,Oromia,Horo Guduru,1.0
5161,2018-06-01,Ethiopia,Oromia,Jimma,1.0
1878,2018-06-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5163,2018-06-01,Ethiopia,SNNPR,Keffa,1.0
5165,2018-06-01,Ethiopia,SNNPR,Konta,1.0
5167,2018-06-01,Ethiopia,Gambela,Mezhenger,1.0
5168,2018-06-01,Ethiopia,Amhara,North Shewa,1.0
5170,2018-06-01,Ethiopia,Amhara,Oromia,1.0
1888,2018-06-01,Ethiopia,Amhara,South Gondar,2.0
1889,2018-06-01,Ethiopia,SNNPR,South Omo,2.0
1890,2018-06-01,Ethiopia,Amhara,South Wollo,2.0
5174,2018-06-01,Ethiopia,Amhara,Argoba,1.0
2439,2018-06-01,Ethiopia,Amhara,Wag Himra,2.0
5175,2018-06-01,Ethiopia,Oromia,West Arsi,1.0
5178,2018-06-01,Ethiopia,Oromia,West Shewa,1.0
5180,2018-06-01,Ethiopia,Tigray,West Tigray,1.0
1898,2018-06-01,Ethiopia,SNNPR,Wolayita,2.0
5181,2018-06-01,Ethiopia,SNNPR,Yem,1.0
1901,2018-06-01,Ethiopia,Afar,Gabi,2.0
1903,2018-06-01,Ethiopia,Afar,Khari,2.0
5186,2018-06-01,Ethiopia,Tigray,Northwest Tigray,1.0
5191,2018-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5195,2018-06-01,Ethiopia,Oromia,South West Shewa,1.0
1911,2018-06-01,Ethiopia,SNNPR,Hadiya,2.0
1912,2018-06-01,Ethiopia,SNNPR,Silltie,2.0
1875,2018-06-01,Ethiopia,Harari,Harari,2.0
5196,2018-06-01,Ethiopia,Amhara,North Gondar,1.0
5176,2018-06-01,Ethiopia,Amhara,West Gojam,1.0
5147,2018-06-01,Ethiopia,Amhara,Awi,1.0
5189,2018-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5194,2018-06-01,Ethiopia,Addis Ababa,Region 14,1.0
2487,2012-01-01,Ethiopia,SNNPR,Segen,3.0
2488,2012-01-01,Ethiopia,Oromia,Bale,3.0
2489,2012-01-01,Ethiopia,Oromia,Borena,3.0
2494,2012-01-01,Ethiopia,Somali,Jarar,3.0
5779,2012-01-01,Ethiopia,Oromia,East Wellega,1.0
2916,2012-01-01,Ethiopia,SNNPR,Gedeo,2.0
4769,2012-01-01,Ethiopia,Oromia,Gujii,4.0
5785,2012-01-01,Ethiopia,Oromia,Ilubabor,1.0
2500,2012-01-01,Ethiopia,Somali,Fafan,3.0
5788,2012-01-01,Ethiopia,Oromia,Kelem,1.0
2503,2012-01-01,Ethiopia,Somali,Korahe,3.0
2504,2012-01-01,Ethiopia,Somali,Liben,3.0
2505,2012-01-01,Ethiopia,Amhara,North Wollo,3.0
2928,2012-01-01,Ethiopia,Gambela,Nuer,2.0
2508,2012-01-01,Ethiopia,Somali,Sitti,3.0
2934,2012-01-01,Ethiopia,Tigray,South Tigray,2.0
2938,2012-01-01,Ethiopia,Oromia,West Hararge,2.0
5801,2012-01-01,Ethiopia,Oromia,West Wellega,1.0
2942,2012-01-01,Ethiopia,Afar,Awusi,2.0
2944,2012-01-01,Ethiopia,Afar,Fanti,2.0
2521,2012-01-01,Ethiopia,Somali,Shebelle,3.0
5808,2012-01-01,Ethiopia,Gambela,Itang,1.0
5809,2012-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5811,2012-01-01,Ethiopia,Gambela,Agniwak,1.0
2952,2012-01-01,Ethiopia,Oromia,East Hararge,2.0
2953,2012-01-01,Ethiopia,Tigray,East Tigray,2.0
5813,2012-01-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5814,2012-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2529,2012-01-01,Ethiopia,Afar,Kilbati,3.0
2531,2012-01-01,Ethiopia,Somali,Nogob,3.0
2532,2012-01-01,Ethiopia,Somali,Dollo,3.0
5769,2012-01-01,Ethiopia,SNNPR,Sheka,1.0
2902,2012-01-01,Ethiopia,SNNPR,Sidama,2.0
2490,2012-01-01,Ethiopia,Somali,Afder,3.0
2904,2012-01-01,Ethiopia,SNNPR,Alaba,2.0
5772,2012-01-01,Ethiopia,Oromia,Arsi,1.0
5774,2012-01-01,Ethiopia,SNNPR,Basketo,1.0
5775,2012-01-01,Ethiopia,SNNPR,Bench Maji,1.0
2909,2012-01-01,Ethiopia,Tigray,Central Tigray,2.0
5776,2012-01-01,Ethiopia,SNNPR,Dawro,1.0
6974,2012-01-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5777,2012-01-01,Ethiopia,Amhara,East Gojam,1.0
5778,2012-01-01,Ethiopia,Oromia,East Shewa,1.0
2915,2012-01-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5783,2012-01-01,Ethiopia,SNNPR,Gurage,1.0
5784,2012-01-01,Ethiopia,Oromia,Horo Guduru,1.0
5786,2012-01-01,Ethiopia,Oromia,Jimma,1.0
2922,2012-01-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5787,2012-01-01,Ethiopia,SNNPR,Keffa,1.0
5789,2012-01-01,Ethiopia,SNNPR,Konta,1.0
5790,2012-01-01,Ethiopia,Gambela,Mezhenger,1.0
5791,2012-01-01,Ethiopia,Amhara,North Shewa,1.0
2929,2012-01-01,Ethiopia,Amhara,Oromia,2.0
2931,2012-01-01,Ethiopia,Amhara,South Gondar,2.0
2510,2012-01-01,Ethiopia,SNNPR,South Omo,3.0
2933,2012-01-01,Ethiopia,Amhara,South Wollo,2.0
2935,2012-01-01,Ethiopia,Amhara,Argoba,2.0
2514,2012-01-01,Ethiopia,Amhara,Wag Himra,3.0
5797,2012-01-01,Ethiopia,Oromia,West Arsi,1.0
5800,2012-01-01,Ethiopia,Oromia,West Shewa,1.0
5802,2012-01-01,Ethiopia,Tigray,West Tigray,1.0
2940,2012-01-01,Ethiopia,SNNPR,Wolayita,2.0
5804,2012-01-01,Ethiopia,SNNPR,Yem,1.0
2943,2012-01-01,Ethiopia,Afar,Gabi,2.0
2945,2012-01-01,Ethiopia,Afar,Khari,2.0
2947,2012-01-01,Ethiopia,Tigray,Northwest Tigray,2.0
5812,2012-01-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5816,2012-01-01,Ethiopia,Oromia,South West Shewa,1.0
2959,2012-01-01,Ethiopia,SNNPR,Hadiya,2.0
2961,2012-01-01,Ethiopia,SNNPR,Silltie,2.0
6976,2012-01-01,Ethiopia,Harari,Harari,99.0
5817,2012-01-01,Ethiopia,Amhara,North Gondar,1.0
5798,2012-01-01,Ethiopia,Amhara,West Gojam,1.0
5773,2012-01-01,Ethiopia,Amhara,Awi,1.0
5810,2012-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6984,2012-01-01,Ethiopia,Addis Ababa,Region 14,99.0
2665,2012-04-01,Ethiopia,SNNPR,Segen,3.0
2666,2012-04-01,Ethiopia,Oromia,Bale,3.0
2667,2012-04-01,Ethiopia,Oromia,Borena,3.0
2675,2012-04-01,Ethiopia,Somali,Jarar,3.0
5415,2012-04-01,Ethiopia,Oromia,East Wellega,1.0
3261,2012-04-01,Ethiopia,SNNPR,Gedeo,2.0
2681,2012-04-01,Ethiopia,Oromia,Gujii,3.0
5421,2012-04-01,Ethiopia,Oromia,Ilubabor,1.0
2683,2012-04-01,Ethiopia,Somali,Fafan,3.0
5425,2012-04-01,Ethiopia,Oromia,Kelem,1.0
2688,2012-04-01,Ethiopia,Somali,Korahe,3.0
2689,2012-04-01,Ethiopia,Somali,Liben,3.0
2690,2012-04-01,Ethiopia,Amhara,North Wollo,3.0
3272,2012-04-01,Ethiopia,Gambela,Nuer,2.0
2691,2012-04-01,Ethiopia,Somali,Sitti,3.0
3278,2012-04-01,Ethiopia,Tigray,South Tigray,2.0
3282,2012-04-01,Ethiopia,Oromia,West Hararge,2.0
5437,2012-04-01,Ethiopia,Oromia,West Wellega,1.0
3287,2012-04-01,Ethiopia,Afar,Awusi,2.0
3289,2012-04-01,Ethiopia,Afar,Fanti,2.0
2704,2012-04-01,Ethiopia,Somali,Shebelle,3.0
5443,2012-04-01,Ethiopia,Gambela,Itang,1.0
5444,2012-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5446,2012-04-01,Ethiopia,Gambela,Agniwak,1.0
3297,2012-04-01,Ethiopia,Oromia,East Hararge,2.0
3298,2012-04-01,Ethiopia,Tigray,East Tigray,2.0
5448,2012-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5449,2012-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2711,2012-04-01,Ethiopia,Afar,Kilbati,3.0
2714,2012-04-01,Ethiopia,Somali,Nogob,3.0
2716,2012-04-01,Ethiopia,Somali,Dollo,3.0
5406,2012-04-01,Ethiopia,SNNPR,Sheka,1.0
3248,2012-04-01,Ethiopia,SNNPR,Sidama,2.0
2669,2012-04-01,Ethiopia,Somali,Afder,3.0
3250,2012-04-01,Ethiopia,SNNPR,Alaba,2.0
3251,2012-04-01,Ethiopia,Oromia,Arsi,2.0
5410,2012-04-01,Ethiopia,SNNPR,Basketo,1.0
5411,2012-04-01,Ethiopia,SNNPR,Bench Maji,1.0
3255,2012-04-01,Ethiopia,Tigray,Central Tigray,2.0
5412,2012-04-01,Ethiopia,SNNPR,Dawro,1.0
6987,2012-04-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
5413,2012-04-01,Ethiopia,Amhara,East Gojam,1.0
5414,2012-04-01,Ethiopia,Oromia,East Shewa,1.0
2679,2012-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
5419,2012-04-01,Ethiopia,SNNPR,Gurage,1.0
5420,2012-04-01,Ethiopia,Oromia,Horo Guduru,1.0
5422,2012-04-01,Ethiopia,Oromia,Jimma,1.0
2685,2012-04-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
5424,2012-04-01,Ethiopia,SNNPR,Keffa,1.0
5426,2012-04-01,Ethiopia,SNNPR,Konta,1.0
5427,2012-04-01,Ethiopia,Gambela,Mezhenger,1.0
3270,2012-04-01,Ethiopia,Amhara,North Shewa,2.0
3273,2012-04-01,Ethiopia,Amhara,Oromia,2.0
3275,2012-04-01,Ethiopia,Amhara,South Gondar,2.0
2693,2012-04-01,Ethiopia,SNNPR,South Omo,3.0
3277,2012-04-01,Ethiopia,Amhara,South Wollo,2.0
3279,2012-04-01,Ethiopia,Amhara,Argoba,2.0
2696,2012-04-01,Ethiopia,Amhara,Wag Himra,3.0
5433,2012-04-01,Ethiopia,Oromia,West Arsi,1.0
5436,2012-04-01,Ethiopia,Oromia,West Shewa,1.0
5438,2012-04-01,Ethiopia,Tigray,West Tigray,1.0
2699,2012-04-01,Ethiopia,SNNPR,Wolayita,3.0
5440,2012-04-01,Ethiopia,SNNPR,Yem,1.0
3288,2012-04-01,Ethiopia,Afar,Gabi,2.0
3290,2012-04-01,Ethiopia,Afar,Khari,2.0
3292,2012-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
5447,2012-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5451,2012-04-01,Ethiopia,Oromia,South West Shewa,1.0
3304,2012-04-01,Ethiopia,SNNPR,Hadiya,2.0
3306,2012-04-01,Ethiopia,SNNPR,Silltie,2.0
6989,2012-04-01,Ethiopia,Harari,Harari,99.0
5452,2012-04-01,Ethiopia,Amhara,North Gondar,1.0
5434,2012-04-01,Ethiopia,Amhara,West Gojam,1.0
5409,2012-04-01,Ethiopia,Amhara,Awi,1.0
5445,2012-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6997,2012-04-01,Ethiopia,Addis Ababa,Region 14,99.0
3076,2013-07-01,Ethiopia,SNNPR,Segen,2.0
5311,2013-07-01,Ethiopia,Oromia,Bale,2.0
3078,2013-07-01,Ethiopia,Oromia,Borena,2.0
5315,2013-07-01,Ethiopia,Somali,Jarar,2.0
5627,2013-07-01,Ethiopia,Oromia,East Wellega,1.0
3091,2013-07-01,Ethiopia,SNNPR,Gedeo,2.0
3092,2013-07-01,Ethiopia,Oromia,Gujii,2.0
5633,2013-07-01,Ethiopia,Oromia,Ilubabor,1.0
5321,2013-07-01,Ethiopia,Somali,Fafan,2.0
5636,2013-07-01,Ethiopia,Oromia,Kelem,1.0
5322,2013-07-01,Ethiopia,Somali,Korahe,2.0
5323,2013-07-01,Ethiopia,Somali,Liben,2.0
5838,2013-07-01,Ethiopia,Amhara,North Wollo,3.0
5640,2013-07-01,Ethiopia,Gambela,Nuer,1.0
5841,2013-07-01,Ethiopia,Somali,Sitti,3.0
5844,2013-07-01,Ethiopia,Tigray,South Tigray,3.0
5848,2013-07-01,Ethiopia,Oromia,West Hararge,3.0
5648,2013-07-01,Ethiopia,Oromia,West Wellega,1.0
5849,2013-07-01,Ethiopia,Afar,Awusi,3.0
5333,2013-07-01,Ethiopia,Afar,Fanti,2.0
5335,2013-07-01,Ethiopia,Somali,Shebelle,2.0
5653,2013-07-01,Ethiopia,Gambela,Itang,1.0
5654,2013-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5656,2013-07-01,Ethiopia,Gambela,Agniwak,1.0
5858,2013-07-01,Ethiopia,Oromia,East Hararge,3.0
5859,2013-07-01,Ethiopia,Tigray,East Tigray,3.0
5658,2013-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5659,2013-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5861,2013-07-01,Ethiopia,Afar,Kilbati,3.0
5344,2013-07-01,Ethiopia,Somali,Nogob,2.0
5346,2013-07-01,Ethiopia,Somali,Dollo,2.0
5617,2013-07-01,Ethiopia,SNNPR,Sheka,1.0
3079,2013-07-01,Ethiopia,SNNPR,Sidama,2.0
5823,2013-07-01,Ethiopia,Somali,Afder,3.0
5824,2013-07-01,Ethiopia,SNNPR,Alaba,3.0
5620,2013-07-01,Ethiopia,Oromia,Arsi,1.0
5622,2013-07-01,Ethiopia,SNNPR,Basketo,1.0
5623,2013-07-01,Ethiopia,SNNPR,Bench Maji,1.0
5827,2013-07-01,Ethiopia,Tigray,Central Tigray,3.0
5624,2013-07-01,Ethiopia,SNNPR,Dawro,1.0
5828,2013-07-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5625,2013-07-01,Ethiopia,Amhara,East Gojam,1.0
5626,2013-07-01,Ethiopia,Oromia,East Shewa,1.0
3090,2013-07-01,Ethiopia,SNNPR,Gamo Gofa,2.0
5631,2013-07-01,Ethiopia,SNNPR,Gurage,1.0
5632,2013-07-01,Ethiopia,Oromia,Horo Guduru,1.0
5634,2013-07-01,Ethiopia,Oromia,Jimma,1.0
3098,2013-07-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5635,2013-07-01,Ethiopia,SNNPR,Keffa,1.0
5637,2013-07-01,Ethiopia,SNNPR,Konta,1.0
5638,2013-07-01,Ethiopia,Gambela,Mezhenger,1.0
5639,2013-07-01,Ethiopia,Amhara,North Shewa,1.0
5840,2013-07-01,Ethiopia,Amhara,Oromia,3.0
5641,2013-07-01,Ethiopia,Amhara,South Gondar,1.0
3108,2013-07-01,Ethiopia,SNNPR,South Omo,2.0
5843,2013-07-01,Ethiopia,Amhara,South Wollo,3.0
5845,2013-07-01,Ethiopia,Amhara,Argoba,3.0
5846,2013-07-01,Ethiopia,Amhara,Wag Himra,3.0
5644,2013-07-01,Ethiopia,Oromia,West Arsi,1.0
5647,2013-07-01,Ethiopia,Oromia,West Shewa,1.0
5649,2013-07-01,Ethiopia,Tigray,West Tigray,1.0
3113,2013-07-01,Ethiopia,SNNPR,Wolayita,2.0
5650,2013-07-01,Ethiopia,SNNPR,Yem,1.0
5332,2013-07-01,Ethiopia,Afar,Gabi,2.0
5334,2013-07-01,Ethiopia,Afar,Khari,2.0
3116,2013-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
5657,2013-07-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5661,2013-07-01,Ethiopia,Oromia,South West Shewa,1.0
3123,2013-07-01,Ethiopia,SNNPR,Hadiya,2.0
5865,2013-07-01,Ethiopia,SNNPR,Silltie,3.0
5833,2013-07-01,Ethiopia,Harari,Harari,3.0
5662,2013-07-01,Ethiopia,Amhara,North Gondar,1.0
5645,2013-07-01,Ethiopia,Amhara,West Gojam,1.0
5621,2013-07-01,Ethiopia,Amhara,Awi,1.0
5655,2013-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6938,2013-07-01,Ethiopia,Addis Ababa,Region 14,99.0
4499,2013-01-01,Ethiopia,SNNPR,Segen,2.0
4500,2013-01-01,Ethiopia,Oromia,Bale,2.0
4501,2013-01-01,Ethiopia,Oromia,Borena,2.0
4509,2013-01-01,Ethiopia,Somali,Jarar,2.0
5574,2013-01-01,Ethiopia,Oromia,East Wellega,1.0
3365,2013-01-01,Ethiopia,SNNPR,Gedeo,2.0
4513,2013-01-01,Ethiopia,Oromia,Gujii,2.0
5580,2013-01-01,Ethiopia,Oromia,Ilubabor,1.0
4515,2013-01-01,Ethiopia,Somali,Fafan,2.0
5583,2013-01-01,Ethiopia,Oromia,Kelem,1.0
4517,2013-01-01,Ethiopia,Somali,Korahe,2.0
6432,2013-01-01,Ethiopia,Somali,Liben,3.0
3376,2013-01-01,Ethiopia,Amhara,North Wollo,2.0
3377,2013-01-01,Ethiopia,Gambela,Nuer,2.0
6434,2013-01-01,Ethiopia,Somali,Sitti,3.0
6435,2013-01-01,Ethiopia,Tigray,South Tigray,3.0
6437,2013-01-01,Ethiopia,Oromia,West Hararge,3.0
5597,2013-01-01,Ethiopia,Oromia,West Wellega,1.0
3393,2013-01-01,Ethiopia,Afar,Awusi,2.0
6440,2013-01-01,Ethiopia,Afar,Fanti,3.0
6441,2013-01-01,Ethiopia,Somali,Shebelle,3.0
3399,2013-01-01,Ethiopia,Gambela,Itang,2.0
5604,2013-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5606,2013-01-01,Ethiopia,Gambela,Agniwak,1.0
6445,2013-01-01,Ethiopia,Oromia,East Hararge,3.0
6446,2013-01-01,Ethiopia,Tigray,East Tigray,3.0
5608,2013-01-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5609,2013-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6447,2013-01-01,Ethiopia,Afar,Kilbati,3.0
4533,2013-01-01,Ethiopia,Somali,Nogob,2.0
4535,2013-01-01,Ethiopia,Somali,Dollo,2.0
